,var_ave,var_var,ave_ave,ave_var
1990年,0.1894800538548227,0.009130283503819274,18.458808101817457,86.15347667301339
1995年,0.18723021301709206,0.008883074933231847,17.463032151961784,81.23646595466883
2000年,0.18859787073655987,0.009060018619991558,18.157451194545764,95.18541170135276
2005年,0.19018082444094364,0.009428099097823554,17.84992305806487,104.59891761525672
2010年,0.18805781711011277,0.009020551977054127,18.103357434573837,97.9941909222841
