,var_ave,var_var,ave_ave,ave_var
1990年,0.18830613177849007,0.008980240707029552,16.670506060000232,50.894335679311325
1995年,0.18977226519940968,0.009239645359935494,16.267999615110526,60.9965425185035
2000年,0.18762240146224776,0.008844860382085241,16.81536612221225,58.68143442444187
2005年,0.1894897591016918,0.009235442148377694,15.88175613694673,65.01825644127865
2010年,0.18865624451673121,0.009190271575258702,16.57435154879112,71.32678388544439
