,var_ave,var_var,ave_ave,ave_var
1990年,0.18727646021554092,0.008859548826590196,932.0077999913802,205.40867459327816
1995年,0.18898735032570413,0.009080880301092486,929.4454566801531,205.64320207132965
2000年,0.18840796565481555,0.009007056725038539,929.2137012248145,331.23382767945907
2005年,0.18746545925736932,0.008949548459382716,930.1976836192972,329.6262518001023
2010年,0.1887671830260403,0.009056626744754654,931.1788134442878,278.79856172362355
