,var_ave,var_var,ave_ave,ave_var
1990年,0.18875090513043435,0.00904670860819753,9.950664834079843,78.8624280580227
1995年,0.1877090821873954,0.008901825198562039,9.325246725893887,66.73197258426163
2000年,0.19132579411240755,0.009521574578267349,8.674073425572779,97.96691414730822
2005年,0.19229893198361508,0.010393606456413471,8.817785884952388,95.78905042294438
2010年,0.18563431159332017,0.008677761150938528,10.124240777269662,87.77459392404673
