,var_ave,var_var,ave_ave,ave_var
1990年,0.18682503938245504,0.008837596900067189,3.9204131216250686,2.2500058882919682
1995年,0.18864449618921858,0.009050527820428471,4.061466601831731,2.2082039646451066
2000年,0.18847469786802754,0.009022137262109719,3.562527357346357,1.9840888173272448
2005年,0.18721902900587442,0.008862862630634002,,
2010年,0.19703433837282025,0.012680046480778492,3.7565731958352186,1.830379154837531
