,var_ave,var_var,ave_ave,ave_var
1990年,0.18659788775179853,0.008795674074919047,67.37414047917996,51.20062668081936
1995年,0.1889539688221945,0.009085368157501756,67.39598015227484,45.869020108975405
2000年,0.18845175463148753,0.00904526958036989,67.6967145076385,78.89660736451181
2005年,0.18809825174109795,0.008980008067811865,64.09336523218276,42.94256486721611
2010年,0.18798985509671998,0.009009054090680273,66.17374380835089,44.16961777731592
