,var_ave,var_var,ave_ave,ave_var
1990年,0.18712166088775317,0.008840723159957877,15.257311209079514,60.045985035511116
1995年,0.19081971385474822,0.009603382970720803,14.452825994689414,64.47092674536269
2000年,0.1871026562879488,0.008919524008939705,14.020355461547366,57.89735939253289
2005年,0.19079750172265805,0.00942742131226771,14.641641873326375,65.17011528551495
2010年,0.1886204859801856,0.009003954536921623,14.70848374565761,64.68058806143745
