,var_ave,var_var,ave_ave,ave_var
1990年,0.18738679522983387,0.00886801056025502,998.2524502827732,218.18769446725642
1995年,0.18986404137329357,0.009315408187229746,993.144803399519,546.4500893339007
2000年,0.1906762975066664,0.009618734353453664,992.6712476312935,745.1608661624122
2005年,0.1940339028911635,0.010522812435866582,986.4681997269272,2007.8600401971476
2010年,0.18867026363753858,0.009046021346914393,997.7541294300115,233.6297551782349
