,var_ave,var_var,ave_ave,ave_var
1990年,0.1870128184693852,0.008846605721966624,64.77691424062186,40.66209257955149
1995年,0.1888362486072237,0.009151381291213376,60.900902481977255,56.49464594373141
2000年,0.18623784931689016,0.008708105255983287,60.586317417896346,56.37305372177568
2005年,0.18843629158156772,0.009103425378466048,62.08334874024444,45.87774759733519
2010年,0.1889823089896635,0.00907456768783086,60.51101136362696,52.942055614857644
