,var_ave,var_var,ave_ave,ave_var
1990年,0.18917758477086116,0.00917457606410427,3.080386649735298,2.031816916816811
1995年,0.190785406725805,0.009347653230732954,3.653400094924556,1.9674632697283063
2000年,0.18955416936930855,0.009126054103202223,3.2964480777568173,1.9623777398174846
2005年,0.1917168910414442,0.009608640681125762,3.61042951846166,2.2817684161079548
2010年,0.18734482015063003,0.008885276324692245,2.9406394292344666,1.9451250226748191
