,var_ave,var_var,ave_ave,ave_var
1990年,0.18756191905199185,0.008958373147263209,71.33577136493189,90.49272531641651
1995年,0.18616653921791554,0.00873989888726006,72.21640695090194,87.52518008176003
2000年,0.18877451538053727,0.009032081130483713,73.36724893938433,40.632728635761886
2005年,0.19284376838598763,0.009899892412050816,71.52286787260249,43.92175310363168
2010年,0.18952434383603034,0.00917813963640777,72.4351486692919,57.45719392458552
